question,prompt,generated_text,pred_answer,gold_answer,is_correct
The similarity between the Tugela Falls and the Niagara Falls is that  _  .,"Question: The similarity between the Tugela Falls and the Niagara Falls is that  _  . 

Options:
A) they both lie in South America
B) their height is nearly the same
C) they have the same source
D) they both consist of several waterfalls

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: The similarity between the Tugela Falls and the Niagara Falls is that  _  . 

Options:
A) they both lie in South America
B) their height is nearly the same
C) they have the same source
D) they both consist of several waterfalls

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,D,False
Which of the following is TRUE about the Rhine Falls?,"Question: Which of the following is TRUE about the Rhine Falls? 

Options:
A) It belongs to both Switzerland and German.
B) It is the most beautiful waterfalls in the world.
C) It possibly has a history of about 17,000 years.
D) It falls off from the highest place in the world.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which of the following is TRUE about the Rhine Falls? 

Options:
A) It belongs to both Switzerland and German.
B) It is the most beautiful waterfalls in the world.
C) It possibly has a history of about 17,000 years.
D) It falls off from the highest place in the world.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,C,False
What's the author's purpose of writing the text?,"Question: What's the author's purpose of writing the text? 

Options:
A) To introduce some world famous waterfalls.
B) To advise readers to pay a visit to these famous waterfalls.
C) To explain how waterfalls came into being.
D) To tell readers where these famous waterfalls are located.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What's the author's purpose of writing the text? 

Options:
A) To introduce some world famous waterfalls.
B) To advise readers to pay a visit to these famous waterfalls.
C) To explain how waterfalls came into being.
D) To tell readers where these famous waterfalls are located.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,A,True
In which section would you probably read the passage in a newspaper?,"Question: In which section would you probably read the passage in a newspaper? 

Options:
A) Education and Society
B) Culture and Leisure
C) Science and Technology
D) Health and Medicine

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: In which section would you probably read the passage in a newspaper? 

Options:
A) Education and Society
B) Culture and Leisure
C) Science and Technology
D) Health and Medicine

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,C,True
How many buoys would at least be needed for global tsunami warnings within half an hour?,"Question: How many buoys would at least be needed for global tsunami warnings within half an hour? 

Options:
A) 150
B) 100
C) 75
D) 50

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: How many buoys would at least be needed for global tsunami warnings within half an hour? 

Options:
A) 150
B) 100
C) 75
D) 50

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: 75",A,A,True
Which of the following can be inferred from the passage?,"Question: Which of the following can be inferred from the passage? 

Options:
A) The system can warn people of the coming of tsunami directly after the earthquake.
B) We can't escape the danger of tsunami within 30 minutes following the earthquake.
C) Each country can easily afford a tsunami warning centre though it seldom happens.
D) It's worthwhile to spend money on the warning system for possible savings of lives.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which of the following can be inferred from the passage? 

Options:
A) The system can warn people of the coming of tsunami directly after the earthquake.
B) We can't escape the danger of tsunami within 30 minutes following the earthquake.
C) Each country can easily afford a tsunami warning centre though it seldom happens.
D) It's worthwhile to spend money on the warning system for possible savings of lives.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,D,False
Which of the following would be the best title for this passage?,"Question: Which of the following would be the best title for this passage? 

Options:
A) Tsunami Assessment
B) Earthquake detecting
C) Disaster Warning System
D) Life Saving System

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which of the following would be the best title for this passage? 

Options:
A) Tsunami Assessment
B) Earthquake detecting
C) Disaster Warning System
D) Life Saving System

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,C,True
Banks prefer to give a loan to those who   _  .,"Question: Banks prefer to give a loan to those who   _  . 

Options:
A) are in need of start-up capital
B) have the ability to pay it back
C) own an old and large business
D) haven't borrowed money before

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Banks prefer to give a loan to those who   _  . 

Options:
A) are in need of start-up capital
B) have the ability to pay it back
C) own an old and large business
D) haven't borrowed money before

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,B,False
Some small businesses fail to get a bank loan because   _  .,"Question: Some small businesses fail to get a bank loan because   _  . 

Options:
A) the form they fill in is incomplete
B) their products are not technically advanced
C) the amount of money they want to borrow is too big
D) they have no clear idea of how much they need to borrow

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Some small businesses fail to get a bank loan because   _  . 

Options:
A) the form they fill in is incomplete
B) their products are not technically advanced
C) the amount of money they want to borrow is too big
D) they have no clear idea of how much they need to borrow

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,D,True
"The writer advises that before applying for a bank loan, the applicant should   _  .","Question: The writer advises that before applying for a bank loan, the applicant should   _  . 

Options:
A) thoroughly prepare
B) do some market research
C) learn a lot about the bank
D) know the upper limit of the loans

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: The writer advises that before applying for a bank loan, the applicant should   _  . 

Options:
A) thoroughly prepare
B) do some market research
C) learn a lot about the bank
D) know the upper limit of the loans

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,A,True
Which advertisement will Michael be most interested in if he likes fairy tales?,"Question: Which advertisement will Michael be most interested in if he likes fairy tales? 

Options:
A) Malan Flower.
B) Joyful jugglers.
C) Tour of love.
D) Army artist.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which advertisement will Michael be most interested in if he likes fairy tales? 

Options:
A) Malan Flower.
B) Joyful jugglers.
C) Tour of love.
D) Army artist.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,A,False
What phone number should you dial for further information if you are a pop song fan?,"Question: What phone number should you dial for further information if you are a pop song fan? 

Options:
A) 6602-2530.
B) 6502-3984.
C) 6835-4055.
D) 8403-3500.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What phone number should you dial for further information if you are a pop song fan? 

Options:
A) 6602-2530.
B) 6502-3984.
C) 6835-4055.
D) 8403-3500.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,C,False
On which page do the above passages most probably appear in the newspaper?,"Question: On which page do the above passages most probably appear in the newspaper? 

Options:
A) Opinions.
B) Business.
C) Sports.
D) Listings.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: On which page do the above passages most probably appear in the newspaper? 

Options:
A) Opinions.
B) Business.
C) Sports.
D) Listings.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,D,False
What is said about Ed's family when he was a little child?,"Question: What is said about Ed's family when he was a little child? 

Options:
A) There were seven people in his family.
B) His father made soft balls for a living.
C) His parents liked playing football.
D) His parents bought him a football.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What is said about Ed's family when he was a little child? 

Options:
A) There were seven people in his family.
B) His father made soft balls for a living.
C) His parents liked playing football.
D) His parents bought him a football.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,A,False
"When he first saw Ed playing football, Mr. Dee was attracted by  _  .","Question: When he first saw Ed playing football, Mr. Dee was attracted by  _  . 

Options:
A) his young age
B) his running speed
C) his love for football
D) his playing with men

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: When he first saw Ed playing football, Mr. Dee was attracted by  _  . 

Options:
A) his young age
B) his running speed
C) his love for football
D) his playing with men

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,B,False
What can we know about Mr. Dee from the text?,"Question: What can we know about Mr. Dee from the text? 

Options:
A) He joined the Santos Football Club.
B) He and Ed used to live in the same town.
C) He had been the best football player in Brazil.
D) He happened to find a very good football player.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What can we know about Mr. Dee from the text? 

Options:
A) He joined the Santos Football Club.
B) He and Ed used to live in the same town.
C) He had been the best football player in Brazil.
D) He happened to find a very good football player.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,D,True
Piece No 2 of the ISS was put into orbit oil  _,"Question: Piece No 2 of the ISS was put into orbit oil  _ 

Options:
A) Nov.6,1998
B) Nov.24,1998
C) Dec.8,1998
D) Dec.9,1998

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Piece No 2 of the ISS was put into orbit oil  _ 

Options:
A) Nov.6,1998
B) Nov.24,1998
C) Dec.8,1998
D) Dec.9,1998

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,C,True
Which of the following is true about Endeav our according to the passage?,"Question: Which of the following is true about Endeav our according to the passage? 

Options:
A) Endeavour is a newly built shuttle
B) Endeavour is part of the space station
C) Endeavour didn't get close to the space station
D) Endeavour carried a lot of equipment for the apace station

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which of the following is true about Endeav our according to the passage? 

Options:
A) Endeavour is a newly built shuttle
B) Endeavour is part of the space station
C) Endeavour didn't get close to the space station
D) Endeavour carried a lot of equipment for the apace station

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,D,False
"In Mark Twain's childhood,   _  .","Question: In Mark Twain's childhood,   _  . 

Options:
A) he learned a lot at school
B) his mother often worried about his safety
C) he often went swimming with other boys
D) he often played games with other boys

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: In Mark Twain's childhood,   _  . 

Options:
A) he learned a lot at school
B) his mother often worried about his safety
C) he often went swimming with other boys
D) he often played games with other boys

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,B,False
"In order to make a living, Mark Twain   _  .","Question: In order to make a living, Mark Twain   _  . 

Options:
A) did many kinds of work
B) first worked as a printer
C) wrote stories in the beginning
D) joined the army after he worked in a mine

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: In order to make a living, Mark Twain   _  . 

Options:
A) did many kinds of work
B) first worked as a printer
C) wrote stories in the beginning
D) joined the army after he worked in a mine

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,A,True
"In the later years of his life, Mark Twain   _  .","Question: In the later years of his life, Mark Twain   _  . 

Options:
A) wrote many stories and earned a lot of money
B) must have been very sad because he lost his family
C) continued writing until his death
D) lent too much money to others

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: In the later years of his life, Mark Twain   _  . 

Options:
A) wrote many stories and earned a lot of money
B) must have been very sad because he lost his family
C) continued writing until his death
D) lent too much money to others

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,B,True
Most students go to the summer school in order to   _  .,"Question: Most students go to the summer school in order to   _  . 

Options:
A) find good jobs graduation
B) become top students in their class
C) have a chance to make more friends
D) graduate successfully on time

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Most students go to the summer school in order to   _  . 

Options:
A) find good jobs graduation
B) become top students in their class
C) have a chance to make more friends
D) graduate successfully on time

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,D,False
What made the author go to summer school for the first time?,"Question: What made the author go to summer school for the first time? 

Options:
A) What he had done.
B) His mother's wish.
C) His own requirement.
D) Study competition.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What made the author go to summer school for the first time? 

Options:
A) What he had done.
B) His mother's wish.
C) His own requirement.
D) Study competition.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,B,False
Which of the following was NOT the benefit got by the author through attending summer school?,"Question: Which of the following was NOT the benefit got by the author through attending summer school? 

Options:
A) It helped him get rid of bad habits.
B) It helped him make new friends.
C) It helped him understand what sacrifice and hard work were.
D) It increased his independence.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which of the following was NOT the benefit got by the author through attending summer school? 

Options:
A) It helped him get rid of bad habits.
B) It helped him make new friends.
C) It helped him understand what sacrifice and hard work were.
D) It increased his independence.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,A,False
What does the author think of summer school?,"Question: What does the author think of summer school? 

Options:
A) He thinks it is awkward.
B) He thinks it is significant.
C) He doesn't think it is suitable.
D) He thinks nothing of it.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What does the author think of summer school? 

Options:
A) He thinks it is awkward.
B) He thinks it is significant.
C) He doesn't think it is suitable.
D) He thinks nothing of it.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,B,False
One might infer that   _  .,"Question: One might infer that   _  . 

Options:
A) developing Olympic-level skills in athletes is costly
B) professional athletes are mostly interested in financial rewards
C) amateurs does not expect to earn money at the sport that is played
D) amateurs have a better attitude than professionals do

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: One might infer that   _  . 

Options:
A) developing Olympic-level skills in athletes is costly
B) professional athletes are mostly interested in financial rewards
C) amateurs does not expect to earn money at the sport that is played
D) amateurs have a better attitude than professionals do

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,A,True
"The statement ""the Olympic playing field has been far from level"" means that  _  .","Question: The statement ""the Olympic playing field has been far from level"" means that  _  . 

Options:
A) the ground the athletes played on was in bad condition
B) the poorer players were given some advantages
C) the rules did not work the same way for everyone
D) amateurs were inferior to the professionals in many ways

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: The statement ""the Olympic playing field has been far from level"" means that  _  . 

Options:
A) the ground the athletes played on was in bad condition
B) the poorer players were given some advantages
C) the rules did not work the same way for everyone
D) amateurs were inferior to the professionals in many ways

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,C,False
The financial support given to athletes by the Soviet government can best be compared to   _  .,"Question: The financial support given to athletes by the Soviet government can best be compared to   _  . 

Options:
A) a gift received on a special occasion, such as a birthday
B) money received from a winning lottery ticket
C) an allowance paid to a child
D) money from charity organization

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: The financial support given to athletes by the Soviet government can best be compared to   _  . 

Options:
A) a gift received on a special occasion, such as a birthday
B) money received from a winning lottery ticket
C) an allowance paid to a child
D) money from charity organization

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,C,False
One can conclude that the Olympic Organizing Committee   _  .,"Question: One can conclude that the Olympic Organizing Committee   _  . 

Options:
A) has held firm to its original vision of the Olympic games
B) has struggled with the definition of amateur over the years
C) regards itself as an organization for professional athletes only
D) did nothing but stop allowing communists to participate

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: One can conclude that the Olympic Organizing Committee   _  . 

Options:
A) has held firm to its original vision of the Olympic games
B) has struggled with the definition of amateur over the years
C) regards itself as an organization for professional athletes only
D) did nothing but stop allowing communists to participate

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,B,True
What happened on Thursday night in Good Friend Chinese and Seafood Restaurant?,"Question: What happened on Thursday night in Good Friend Chinese and Seafood Restaurant? 

Options:
A) A fire broke out but luckily no one was injured.
B) The restaurant owner refused to repay the money.
C) The egg rolls caused sickness among some customers.
D) A young woman narrowly escaped being killed by a bullet.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What happened on Thursday night in Good Friend Chinese and Seafood Restaurant? 

Options:
A) A fire broke out but luckily no one was injured.
B) The restaurant owner refused to repay the money.
C) The egg rolls caused sickness among some customers.
D) A young woman narrowly escaped being killed by a bullet.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,D,False
Why did Walker go back to the restaurant after buying the food?,"Question: Why did Walker go back to the restaurant after buying the food? 

Options:
A) Because she left her car key in the restaurant.
B) Because she discovered a fly in the egg roll.
C) Because she forgot to take the combination platter.
D) Because she found the owner charged her too much.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Why did Walker go back to the restaurant after buying the food? 

Options:
A) Because she left her car key in the restaurant.
B) Because she discovered a fly in the egg roll.
C) Because she forgot to take the combination platter.
D) Because she found the owner charged her too much.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,B,True
The restaurant owner fired on Walker when   _  .,"Question: The restaurant owner fired on Walker when   _  . 

Options:
A) she was about to leave
B) she was arguing with him
C) she asked for a repayment
D) she announced her discovery

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: The restaurant owner fired on Walker when   _  . 

Options:
A) she was about to leave
B) she was arguing with him
C) she asked for a repayment
D) she announced her discovery

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,A,True
We can learn from the passage that   _  .,"Question: We can learn from the passage that   _  . 

Options:
A) this is the first time for Walker to buy food from Good Friend Restaurant
B) the owner was unhappy with the complaint and refused to repay the money
C) it is common for a restaurant owner in that neighborhood to have a weapon
D) if someone had been hit, Ching would have been charged with attempted murder

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: We can learn from the passage that   _  . 

Options:
A) this is the first time for Walker to buy food from Good Friend Restaurant
B) the owner was unhappy with the complaint and refused to repay the money
C) it is common for a restaurant owner in that neighborhood to have a weapon
D) if someone had been hit, Ching would have been charged with attempted murder

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,C,False
The following are Lucy's strange behaviors EXCEPT  _  .,"Question: The following are Lucy's strange behaviors EXCEPT  _  . 

Options:
A) turning wild
B) being quiet
C) sleeping too much
D) being friendly

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: The following are Lucy's strange behaviors EXCEPT  _  . 

Options:
A) turning wild
B) being quiet
C) sleeping too much
D) being friendly

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,D,False
What problem did Lucy meet?,"Question: What problem did Lucy meet? 

Options:
A) She lost her best friend
B) She was ill at that time
C) She dated a troublesome boy
D) She fell behind others in study

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What problem did Lucy meet? 

Options:
A) She lost her best friend
B) She was ill at that time
C) She dated a troublesome boy
D) She fell behind others in study

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,C,False
What course did Linda and Lucy mainly study in college?,"Question: What course did Linda and Lucy mainly study in college? 

Options:
A) Medicine
B) Science
C) Law
D) Art

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What course did Linda and Lucy mainly study in college? 

Options:
A) Medicine
B) Science
C) Law
D) Art

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,A,True
The writer tries to tell us  _  .,"Question: The writer tries to tell us  _  . 

Options:
A) how we can give up drugs
B) how we can overcome difficulty
C) how we should help others
D) what a true friend is

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: The writer tries to tell us  _  . 

Options:
A) how we can give up drugs
B) how we can overcome difficulty
C) how we should help others
D) what a true friend is

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,D,False
Which one is NOT mentioned in this passage that can be the source of carbon dioxide?,"Question: Which one is NOT mentioned in this passage that can be the source of carbon dioxide? 

Options:
A) Oil
B) Trees
C) Wood
D) Soil

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which one is NOT mentioned in this passage that can be the source of carbon dioxide? 

Options:
A) Oil
B) Trees
C) Wood
D) Soil

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,D,False
The committee report of National Academy of sciences in Washingtonreveals that_.,"Question: The committee report of National Academy of sciences in Washingtonreveals that_. 

Options:
A) ice from Antarctica and Greenland is appropriate to show the change
B) carbon dioxide is released mainly from the fuel
C) level of carbon dioxide increases with global temperatures
D) carbon dioxide is helpful for tree growth

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: The committee report of National Academy of sciences in Washingtonreveals that_. 

Options:
A) ice from Antarctica and Greenland is appropriate to show the change
B) carbon dioxide is released mainly from the fuel
C) level of carbon dioxide increases with global temperatures
D) carbon dioxide is helpful for tree growth

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,C,True
"According to this passage ,those people disagree with the control of carbon dioxide because    .","Question: According to this passage ,those people disagree with the control of carbon dioxide because    . 

Options:
A) they think that carbon is beneficial for plant growth
B) they want to use more fuels that can send out carbon dioxide
C) they think it will destroy the natural balance of gases in the world
D) they think carbon dioxide is not the main reason for global warming

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: According to this passage ,those people disagree with the control of carbon dioxide because    . 

Options:
A) they think that carbon is beneficial for plant growth
B) they want to use more fuels that can send out carbon dioxide
C) they think it will destroy the natural balance of gases in the world
D) they think carbon dioxide is not the main reason for global warming

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,B,False
Those studies carried out in North Carolinasuggest that_.,"Question: Those studies carried out in North Carolinasuggest that_. 

Options:
A) more carbon dioxide is beneficial for trees' growth for many decades
B) trees' function for absorbing carbon dioxide is limited
C) carbon dioxide is the main cause for global warming
D) leaves falling from trees can send out more oxygen

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Those studies carried out in North Carolinasuggest that_. 

Options:
A) more carbon dioxide is beneficial for trees' growth for many decades
B) trees' function for absorbing carbon dioxide is limited
C) carbon dioxide is the main cause for global warming
D) leaves falling from trees can send out more oxygen

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,B,False
Some parents are against uniforms because they think  _,"Question: Some parents are against uniforms because they think  _ 

Options:
A) the government goes against the civil laws
B) they probably waste an extra amount of money
C) the dress code often appears impolite to others
D) the uniforms cost much less than they really do

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Some parents are against uniforms because they think  _ 

Options:
A) the government goes against the civil laws
B) they probably waste an extra amount of money
C) the dress code often appears impolite to others
D) the uniforms cost much less than they really do

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,B,False
Which of the following charges an adult the lowest fee?,"Question: Which of the following charges an adult the lowest fee? 

Options:
A) Statue of Liberty & Ellis Island
B) 9/11 Museum & Memorial
C) The New York Botanical Garden
D) Hagley Museum & Winterthur

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which of the following charges an adult the lowest fee? 

Options:
A) Statue of Liberty & Ellis Island
B) 9/11 Museum & Memorial
C) The New York Botanical Garden
D) Hagley Museum & Winterthur

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,A,True
Which day will a geological researcher prefer?,"Question: Which day will a geological researcher prefer? 

Options:
A) August 15.
B) September 29.
C) October 14.
D) November 21.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which day will a geological researcher prefer? 

Options:
A) August 15.
B) September 29.
C) October 14.
D) November 21.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,C,False
Which was set up in memory of the victims of the terrorist attacks?,"Question: Which was set up in memory of the victims of the terrorist attacks? 

Options:
A) The Statue of Liberty.
B) The 9/11 Memorial.
C) Hagley Museum.
D) Winterthur Garden.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which was set up in memory of the victims of the terrorist attacks? 

Options:
A) The Statue of Liberty.
B) The 9/11 Memorial.
C) Hagley Museum.
D) Winterthur Garden.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,B,True
"If you cut your finger, you may use   _   to cure it.","Question: If you cut your finger, you may use   _   to cure it. 

Options:
A) painkillers in a tablet
B) antibiotic cream from a tube
C) chicken eggs
D) protein drugs

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: If you cut your finger, you may use   _   to cure it. 

Options:
A) painkillers in a tablet
B) antibiotic cream from a tube
C) chicken eggs
D) protein drugs

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,B,False
Which of the following statements is NOT true?,"Question: Which of the following statements is NOT true? 

Options:
A) Scientists from Scotland have succeeded in packing medicine into chicken eggs.
B) The drugs are made of molecules called proteins.
C) Scientists chose chickens for their experiments because chicken eggs taste delicious.
D) The animals are good candidates for making protein drugs.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which of the following statements is NOT true? 

Options:
A) Scientists from Scotland have succeeded in packing medicine into chicken eggs.
B) The drugs are made of molecules called proteins.
C) Scientists chose chickens for their experiments because chicken eggs taste delicious.
D) The animals are good candidates for making protein drugs.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,C,False
The drugs in special chicken eggs can   _  .,"Question: The drugs in special chicken eggs can   _  . 

Options:
A) treat lung cancer
B) help reduce headache
C) change people's DNA
D) treat multiple sclerosis

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: The drugs in special chicken eggs can   _  . 

Options:
A) treat lung cancer
B) help reduce headache
C) change people's DNA
D) treat multiple sclerosis

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,D,True
We can infer from the passage that   _  .,"Question: We can infer from the passage that   _  . 

Options:
A) eating eggs is the best choice for the patients now
B) scientists changed the chicken's DNA and put all the drugs in chicken eggs
C) we may eat special eggs as drugs when we are sick in the future
D) the drugs produce harmful effects on the chicken's bodies

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: We can infer from the passage that   _  . 

Options:
A) eating eggs is the best choice for the patients now
B) scientists changed the chicken's DNA and put all the drugs in chicken eggs
C) we may eat special eggs as drugs when we are sick in the future
D) the drugs produce harmful effects on the chicken's bodies

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,C,False
The best title for the passage is   _  .,"Question: The best title for the passage is   _  . 

Options:
A) Chicken Eggs to Replace Medicine
B) Chicken Eggs as Drug
C) Chicken Eggs and Medicine
D) Chicken Eggs and Animal Milk

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: The best title for the passage is   _  . 

Options:
A) Chicken Eggs to Replace Medicine
B) Chicken Eggs as Drug
C) Chicken Eggs and Medicine
D) Chicken Eggs and Animal Milk

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,B,False
